session_id,task,turn,AveCopyCount,AveCopyInlineText,FirstCopy_abs,LastCopy_abs,FirstCopy_ref,LastCopy_ref,AveButtonCount,FirstButton_abs,LastButton_abs,FirstButton_ref,LastButton_ref,Regenerate_EditCount,FirstRegenerate_Edit_abs,LastRegenerate_Edit_abs,FirstRegenerate_Edit_ref,LastRegenerate_Edit_ref,PositiveButtonCount,FirstPositiveButton_abs,LastPositiveButton_abs,FirstPositiveButton_ref,LastPositiveButton_ref,NegativeButtonCount,FirstNegativeButton_abs,LastNegativeButton_abs,FirstNegativeButton_ref,LastNegativeButton_ref,AveOverallButtonCount,StopGeneratingCount,session_engagement_count,unique_engagement,turn_engagement_rate,PLE_abs,PLE_rel,max_scroll_distance,maxscroll_over_turndepth,AveScrollback,mixed_scroll_count,mixed_scroll_ratio,scroll_volatility,sum_scroll_time,ave_scroll_time,avg_pause_time,scroll_top_rate,ave_user_text,ave_system_text,navigate_count,sum_nav_dwell,session_dwell_time,time_to_first_eng,time_to_last_eng,turn-dwelltime,plat,sati
21_1,creation,6.5,1.538461538,60.5,1,6,0.076923077,0.461538462,0.461538462,1,6,0.076923077,0.461538462,,,,,,2,4,6,0.307692308,0.461538462,,,,,,0,,48,1,1.6,9.6,124.8,1799,276.7692308,553.5384615,5,0.102040816,0.489795918,39.736,0.810938776,3.90225,1,62.33333333,309.1428571,0,0,233.622,4.619,230.507,35.94184615,GPT,7
21_2,evaluation,3,1.666666667,403.6,2,4,0.333333333,0.666666667,0.333333333,2,2,0.333333333,0.333333333,,,,,,1,2,2,0.333333333,0.333333333,,,,,,0.333333333,0,23,1,37.5,5.75,34.5,1768,589.3333333,1178.666667,8,0.106666667,0.466666667,58.897,0.785293333,4.323216216,1,40.33333333,586,0,0,438.198,45.852,428.88,146.066,GPT,7
22_1,evaluation,6,0,,,,,,0.5,8,12,0.666666667,1,,,,,,,,,,,,,,,,0,,25,1,6.75,2.272727273,27.27272727,4394,732.3333333,1464.666667,3,0.026086957,0.2,110.811,0.963573913,6.513631579,1,40.66666667,1403.666667,0,0,1089.196,83.366,953.081,181.5326667,GPT,6
22_2,creation,8,0.125,119,12,12,0.75,0.75,0.625,6,16,0.375,1,,,,,,,,,,,,,,,,0,,30,1,15.53846154,2,32,3012.5,376.5625,753.125,1,0.007633588,0.175572519,122.793,0.937351145,4.803753846,0,32.25,1145,0,0,851.182,32.275,806.974,106.39775,GPT,7
23_1,evaluation,2,3.5,267.8571429,2,2,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,0.5,0,43,1,5,14.33333333,57.33333333,2399,1199.5,2399,0,0,0.029411765,84.904,0.832392157,7.572841584,1,164,2319,0,0,907.601,21.213,861.377,453.8005,GPT,7
23_2,creation,10,0.4,117.5,18,20,0.9,1,0,,,,,,,,,,,,,,,,,,,,0.2,0,52,1,6.25,2.736842105,54.73684211,3899,389.9,779.8,2,0.012658228,0.259493671,131.709,0.833601266,3.472853503,1,23.5,686.1,0,0,951.851,17.645,716.827,95.1851,GPT,7
24_1,evaluation,6,0.666666667,182.25,6,8,0.5,0.666666667,0.5,4,12,0.333333333,1,,,,,,,,,,,,,,,,0,,66,1,2,6,72,3473,578.8333333,1157.666667,9,0.063380282,0.429577465,132.73,0.93471831,4.151602837,1,46,588.3333333,0,0,864.372,37.735,792.882,144.062,GPT,6
24_2,creation,7,0,,,,,,0.285714286,8,14,0.571428571,1,,,,,,,,,,,,,,,,0,,38,1,10.8,2.923076923,40.92307692,2031,290.1428571,580.2857143,9,0.092783505,0.505154639,85.177,0.878113402,4.99490625,1,40.71428571,385.8571429,0,0,630.697,28.13,604.196,90.09957143,GPT,7
25_1,creation,10,1.1,438.5454545,6,14,0.3,0.7,0.1,7,7,0.35,0.35,,,,,,,,,,,,,,,,0,,142,1,6,7.473684211,149.4736842,3912.5,391.25,782.5,6,0.038709677,0.316129032,147.667,0.952690323,8.006584416,1,36.1,627.6,0,0,1515.484,92.462,1479.161,151.5484,GPT,6
25_2,evaluation,8,2.75,139.4090909,10,14,0.625,0.875,0.375,10,14,0.625,0.875,,,,,,,,,,,,,,,,0.125,0,164,1,8,10.93333333,174.9333333,9757,1219.625,2439.25,2,0.009852217,0.270935961,190.336,0.937615764,5.962366337,1,65,1136.625,0,0,1710.505,298.873,1654.755,213.813125,GPT,6
26_1,evaluation,3.5,1.142857143,91,6,6,0.857142857,0.857142857,0.571428571,3,6,0.428571429,0.857142857,,,,,,1,6,6,0.857142857,0.857142857,,,,,,5.714285714,0,84,1,8.444444444,16.8,117.6,3452,986.2857143,1972.571429,14,0.0625,0.433035714,231.069,1.031558036,2.285735426,1,34.5,788,0,0,838.028,57.047,788.376,239.4365714,GPT,7
26_2,creation,2,2,10.75,2,2,0.5,0.5,0.5,2,2,0.5,0.5,,,,,,,,,,,,,,,,16.5,0,121,1,14.5,30.25,121,1999,999.5,1999,8,0.051612903,0.516129032,171.217,1.104625806,2.764422078,1,41,428.5,0,0,661.112,33.705,525.186,330.556,GPT,7
27_1,creation,3,1.333333333,11.25,2,2,0.333333333,0.333333333,0,,,,,,,,,,,,,,,,,,,,0.333333333,0,25,1,18,5,30,3609,1203,2406,2,0.03125,0.265625,50.066,0.78228125,1.883,1,5.666666667,744.6666667,0,0,324.591,78.946,274.21,108.197,GPT,7
27_2,evaluation,1,10,28.6,2,2,1,1,2,2,2,1,1,,,,,,1,2,2,1,1,,,,,,1,0,38,1,14.75,19,38,1549,1549,3098,0,0,0.2,46.931,0.853290909,1.694685185,1,80,994,0,0,506.574,353.677,493.293,506.574,GPT,6
28_1,creation,32,0.15625,162,1,14,0.015625,0.21875,0,,,,,,,,,,,,,,,,,,,,0,,37,1,9.666666667,2.846153846,182.1538462,2183,68.21875,136.4375,10,0.090909091,0.336363636,79.22,0.720181818,5.86940367,1,19.23529412,426.1666667,0,0,1239.675,15.196,635.421,38.73984375,GPT,7
28_2,evaluation,8,0.625,198,6,16,0.375,1,0,,,,,,,,,,,,,,,,,,,,0,,43,1,5.6,2.866666667,45.86666667,6477,809.625,1619.25,6,0.053571429,0.339285714,99.702,0.890196429,2.826990991,1,35.25,809.75,0,0,533.42,14.176,472.645,66.6775,GPT,6
29_1,creation,3,3,23.33333333,4,6,0.666666667,1,0.333333333,6,6,1,1,,,,,,,,,,,,,,,,0.333333333,0,61,1,5.666666667,10.16666667,61,1398,466,932,1,0.014705882,0.279411765,50.633,0.744602941,7.442,1,100,788,0,0,716.849,108.785,675.838,238.9496667,GPT,6
29_2,evaluation,5,0.6,176.3333333,1,8,0.1,0.8,0,,,,,,,,,,,,,,,,,,,,0.4,0,28,1,2.3,3.111111111,31.11111111,1015,203,406,1,0.012195122,0.414634146,70.668,0.861804878,4.533975309,1,34.8,666.4,0,0,693.837,215.982,661.091,138.7674,GPT,5
3_1,creation,4,0.25,128,8,8,1,1,0,,,,,,,,,,,,,,,,,,,,0,,16,1,8,2.285714286,18.28571429,2858.5,714.625,1429.25,1,0.006060606,0.066666667,173.912,1.054012121,1.418591463,0,67.25,891,0,0,732.822,279.251,703.078,183.2055,GPT,6
3_2,evaluation,3,0.666666667,260.5,1,6,0.166666667,1,0,,,,,,,,,,,,,,,,,,,,0,,17,1,6,3.4,20.4,1063,354.3333333,708.6666667,0,0,0.184210526,80.314,1.056763158,2.56304,1,50,650.3333333,0,0,520.209,131.771,415.765,173.403,GPT,5
30_1,creation,1,3,267.3333333,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,13,1,23.75,6.5,13,598,598,1196,0,0,0.25,8.406,0.7005,3.788363636,1,78,1031,0,0,386.919,45.006,105.36,386.919,GPT,7
30_2,evaluation,5,1.4,105.4285714,6,10,0.6,1,0,,,,,,,,,,,,,,,,,,,,0.8,0,46,1,2.125,4.6,46,3165,633,1266,0,0,0.132352941,44.971,0.661338235,7.00058209,0,30.6,2687.4,0,0,608.757,56.235,571.605,121.7514,GPT,7
31_1,creation,4,3.5,67.07142857,6,8,0.75,1,0,,,,,,,,,,,,,,,,,,,,0.25,0,68,1,7.384615385,8.5,68,2799,699.75,1399.5,1,0.007352941,0.147058824,108.144,0.795176471,4.11442963,1,36.75,1022.25,0,0,722.924,39.088,705.879,180.731,GPT,7
31_2,evaluation,4,1.75,64.42857143,8,8,1,1,0,,,,,,,,,,,,,,,,,,,,0.25,0,56,1,48,8,64,3796,949,1898,2,0.012578616,0.226415094,148.75,0.935534591,1.778816456,1,40,1041.75,0,0,500.396,29.728,475.317,125.099,GPT,7
32_1,creation,2,2.5,33,2,4,0.5,1,0,,,,,,,,,,,,,,,,,,,,0.5,0,47,1,7.666666667,15.66666667,62.66666667,799,399.5,799,1,0.02,0.42,46.988,0.93976,5.812591837,1,69,319,0,0,542.904,60.517,431.88,271.452,GPT,6
32_2,evaluation,2,6.5,43.61538462,2,4,0.5,1,0,,,,,,,,,,,,,,,,,,,,0,,75,1,9,18.75,75,2041,1020.5,2041,1,0.014492754,0.101449275,79.409,1.150855072,10.22122059,0,106,1795,0,0,917.393,65.869,854.874,458.6965,GPT,6
33_1,creation,16,0.8125,49.61538462,6,32,0.1875,1,0,,,,,,,,,,,,,,,,,,,,0.0625,0,108,1,4.166666667,3.483870968,111.483871,4400,275,550,10,0.051546392,0.371134021,168.274,0.867391753,3.964984456,0,47.6875,419.9375,0,0,1021.053,42.07,980.556,63.8158125,GPT,6
33_2,evaluation,6,0,,,,,,0.333333333,10,12,0.833333333,1,,,,,,,,,,,,,,,,0,,30,1,5,2.727272727,32.72727273,6442,1073.666667,2147.333333,2,0.009478673,0.203791469,142.483,0.675274882,2.154671429,1,51.66666667,609.3333333,0,0,650.582,29.64,619.326,108.4303333,GPT,7
34_1,evaluation,2,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,4,1,2,1,4,1242.666504,621.333252,1242.666504,0,0,0.125,18.826,0.784416667,24.21726087,0,38.5,1550,0,0,798.611,42.459,645.426,399.3055,GPT,6
34_2,creation,4,1.75,247.2857143,2,8,0.25,1,0.25,8,8,1,1,,,,,,,,,,,,,,,,1,0,32,1,3.75,4.571428571,36.57142857,1841.777786,460.4444466,920.8888931,0,0,0.196721311,50.268,0.824065574,3.083533333,1,52.75,1432,0,0,361.652,38.678,338.087,90.413,GPT,5
35_1,evaluation,9,1.555555556,128.5,2,18,0.111111111,1,0.111111111,5,5,0.277777778,0.277777778,,,,,,,,,,,,,,,,0.111111111,0,76,1,2,4.470588235,80.47058824,13092,1454.666667,2909.333333,2,0.005479452,0.095890411,285.929,0.783367123,2.126008242,0,191.5555556,2548.111111,0,0,1409.377,180.398,1290.337,156.5974444,GPT,7
35_2,creation,4,2,88.875,2,8,0.25,1,0.75,3,8,0.375,1,,,,,,,,,,,,,,,,0.5,0,59,1,21.5,8.428571429,67.42857143,12521,3130.25,6260.5,3,0.014563107,0.145631068,165.874,0.805213592,1.313268293,0,167.75,1606.25,0,0,624.833,50.636,487.705,156.20825,GPT,7
36_1,creation,5,0.4,596,8,10,0.8,1,0,,,,,,,,,,,,,,,,,,,,0.4,0,28,1,5.2,2.8,28,6448,1289.6,2579.2,1,0.004,0.1,257.213,1.028852,1.373228916,0,69,1740.6,0,0,1290.853,342.015,950.391,258.1706,GPT,7
36_2,evaluation,10,0.2,548.5,2,8,0.1,0.4,0.1,2,2,0.1,0.1,,,,,,,,,,,,,,,,0.1,0,23,1,3.1,3.285714286,65.71428571,3182,318.2,636.4,0,0,0.067729084,233.997,0.932258964,0.980928,1,55.25,786.25,0,0,806.367,117.905,622.171,80.6367,GPT,5
37_1,creation,3,2,57.5,4,6,0.666666667,1,0,,,,,,,,,,,,,,,,,,,,0,,94,1,31.33333333,18.8,112.8,1404,468,936,3,0.166666667,0.611111111,30.767,1.709277778,12.647,0,44.33333333,593.6666667,1,0,935.904,115.972,818.796,623.936,P,5
37_2,evaluation,4,1,139.5,2,4,0.25,0.5,1.25,1,8,0.125,1,,,,,,,,,,,,,,,,0,,110,1,27.5,15.71428571,125.7142857,3007.5,1002.5,2005,2,0.074074074,0.444444444,48.75,1.805555556,6.839346154,1,62.25,489.5,0,0,1422.71,134.055,1245.713,711.355,P,6
38_1,creation,6,0,,,,,,0.166666667,6,6,0.5,0.5,,,,,,,,,,,,,,,,0,,23,1,3.833333333,2.875,34.5,1284,214,428,1,0.052631579,0.894736842,30.749,1.618368421,11.51688889,1,52,164.3333333,0,0,440.305,0.832,243.586,146.7683333,P,3
38_2,evaluation,10,0.9,75,1,8,0.05,0.4,0.4,2,8,0.1,0.4,,,,,,,,,,,,,,,,0,,46,1,4.6,7.666666667,153.3333333,4431,443.1,886.2,3,0.06122449,0.428571429,81.144,1.656,8.593791667,1,33.2,445,1,0,534.589,33.171,513.626,106.9178,P,3
39_1,evaluation,6,1.166666667,56.57142857,1,12,0.083333333,1,0,,,,,,,,,,,,,,,,,,,,0.5,,63,1,10.5,5.727272727,68.72727273,2623,114.0434783,228.0869565,7,0.2,0.542857143,73.378,2.096514286,13.17594118,1,38.5,1133.833333,0,0,452.388,6.772,824.57,150.796,P,3
39_2,creation,11.5,0.347826087,21.5,1,23,0.043478261,1,0.086956522,3,3,0.130434783,0.130434783,,,,,,,,,,,,,,,,0.086956522,0,35,1,3.043478261,1.590909091,36.59090909,3499,78.62921348,157.258427,16,0.186046512,0.593023256,255.136,2.966697674,9.966058824,1,61.83333333,166.6363636,0,0,1847.092,25.559,1486.278,321.2333913,P,5
4_1,creation,3,0.333333333,169,6,6,1,1,0,,,,,,,,,,,,,,,,,,,,0.333333333,0,18,1,11,3.6,21.6,899,299.6666667,599.3333333,4,0.114285714,0.628571429,29.19,0.834,3.639764706,1,48.33333333,248,0,0,221.581,34.07,193.842,73.86033333,GPT,6
4_2,evaluation,8,0.25,390.5,12,14,0.75,0.875,0.125,14,14,0.875,0.875,,,,,,,,,,,,,,,,0,,17,1,16,1.133333333,18.13333333,1499,187.375,374.75,2,0.01980198,0.158415842,65.984,0.653306931,2.01027,0,41.375,700.25,0,0,354.563,17.702,290.763,44.320375,GPT,6
40_1,creation,9,1,184.4444444,6,6,0.333333333,0.333333333,0,,,,,,,,,,,,,,,,,,,,0.222222222,0,31,1,3.444444444,7.75,139.5,1806,200.6666667,401.3333333,3,0.047619048,0.253968254,92.694,1.471333333,12.06270968,1,47.33333333,1098.222222,0,0,1020.927,47.053,887.831,226.8726667,P,6
40_2,evaluation,2,1,756,4,4,1,1,1,2,4,0.5,1,,,,,,,,,,,,,,,,0.5,0,16,1,8,5.333333333,21.33333333,1299,649.5,1299,0,0,0.315789474,29.523,1.553842105,11.18416667,1,25.5,820.5,1,0,401.443,75.011,401.422,401.443,P,7
41_1,evaluation,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,1,0,18,1,6,3,18,454,151.3333333,302.6666667,1,0.066666667,0.6,21.389,1.425933333,17.57692857,1,37.66666667,486.6666667,1,0,1290.194,217.986,729.088,860.1293333,P,5
41_2,creation,8,0,,,,,,0.25,2,10,0.125,0.625,,,,,,,,,,,,,,,,0.25,0,30,1,3.75,2.307692308,36.92307692,6447.778157,644.7778157,1289.555631,7,0.073684211,0.4,238.971,2.515484211,5.305308511,1,40,394.625,3,0,1059.289,136.711,739.719,264.82225,P,6
42_1,evaluation,1,21,44.71428571,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,48,1,1.857142857,24,48,2216.888855,2216.888855,4433.77771,0,0,0.044444444,72.784,0.808711111,2.892011236,0,66,3025,0,0,490.822,2.413,396.443,490.822,GPT,6
42_2,creation,2,2.5,288.2,4,4,1,1,0,,,,,,,,,,,,,,,,,,,,0.5,0,18,1,5.428571429,6,24,1829.333496,914.666748,1829.333496,0,0,0.086419753,81.253,1.003123457,2.6865,1,60.5,1181,0,0,329.829,2.358,299.095,164.9145,GPT,7
43_1,evaluation,3,0.666666667,932.5,4,4,0.666666667,0.666666667,0,,,,,,,,,,,,,,,,,,,,0.333333333,0,15,1,8.5,3,18,5041.778076,1680.592692,3361.185384,0,0,0.142857143,79.585,0.757952381,1.163307692,0,72.33333333,2384.333333,0,0,302.935,16.991,300.562,100.9783333,GPT,6
43_2,creation,1,0,,,,,,1,2,2,1,1,,,,,,,,,,,,,,,,0,,2,1,14.2,2,4,,0,0,,,,,,,,115,177,0,0,84.234,46.629,46.629,84.234,GPT,7
44_1,creation,6,0.166666667,228,12,12,1,1,0,,,,,,,,,,,,,,,,,,,,0.166666667,0,31,1,5.166666667,2.818181818,33.81818182,1298,216.3333333,432.6666667,1,0.022727273,0.204545455,54.583,1.240522727,7.185046512,1,45.83333333,297.1666667,0,0,805.516,201.955,771.894,268.5053333,P,5
44_2,evaluation,6,0.166666667,28,1,1,0.083333333,0.083333333,0,,,,,,,,,,,,,,,,,,,,0.166666667,0,50,1,8.333333333,4.545454545,54.54545455,1297,259.4,518.8,1,0.035714286,0.428571429,41.431,1.479678571,4.241740741,1,51,978.8333333,2,0,676.629,180.074,667.136,225.543,P,6
45_1,evaluation,16,0.625,71.5,2,10,0.0625,0.3125,0.1875,8,10,0.25,0.3125,,,,,,,,,,,,,,,,0.4375,0,50,1,3.125,16.66666667,533.3333333,1459,91.1875,182.375,7,0.2,0.685714286,93.307,2.665914286,5.253735294,0,27.5625,375.625,1,0,302.743,10.809,298.405,37.842875,P,4
45_2,creation,2,1.5,637.3333333,2,4,0.5,1,0,,,,,,,,,,,,,,,,,,,,0,,15,1,7.5,5,20,1047,523.5,1047,1,0.034482759,0.206896552,36.166,1.247103448,5.471464286,1,26,826,0,0,407.213,38.092,218.799,407.213,P,3
46_1,evaluation,6,2.333333333,35.35714286,1,8,0.083333333,0.666666667,0,,,,,,,,,,,,,,,,,,,,0.166666667,0,67,1,11.16666667,5.583333333,67,4634,772.3333333,1544.666667,14,0.304347826,0.608695652,101.724,2.211391304,19.31468889,1,35.33333333,511.6666667,1,0,1206.737,137.157,1125.699,402.2456667,P,5
46_2,creation,7,2.571428571,41.22222222,2,8,0.142857143,0.571428571,0.142857143,2,2,0.142857143,0.142857143,,,,,,,,,,,,,,,,0.142857143,0,77,1,11,25.66666667,359.3333333,1595,227.8571429,455.7142857,3,0.083333333,0.25,57.918,1.608833333,12.19094286,0,22.14285714,527.1428571,0,0,600.049,74.179,569.912,171.4425714,P,5
47_1,evaluation,4,8,27.125,2,6,0.25,0.75,0,,,,,,,,,,,,,,,,,,,,0.25,0,120,1,30,15,120,2511,627.75,1255.5,9,0.082568807,0.28440367,202.251,1.855513761,17.19949074,1,100,1130.5,1,0,2262.647,158.518,1733.362,1131.3235,P,6
